adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception,pfr_id
,,,,,5,9,,6/19/79,,,,,,,,,,,,,,,,,0,0,1,0,,15,15,36678.00,,,0,0,,,,,,,,0,,,,,,,Quentin Jammer,,,,8,,,,,,JammQu20,LCB,,,,,,,,,,,,,,,,,,,,,,0,,2011,44,SDG,,,,,,,,,,204,,,,,,,,,,0,0,JammQu20
,,,,,8,9,,6/19/79,,,,,,,,,,,,,,,,,0,1,3,0,,16,16,36678.00,,,3,1,,,,,,,,80,,,,,,,Quentin Jammer,,,,9,,,,,,JammQu20,LCB,,,,,,,,,,,,,,,,,,,,,,0,,2012,55,SDG,,,,,,,,,,204,,,,,,,,,,0,89,JammQu20
,,,,,1,1,,6/19/79,,,,,,,,,,,,,,,,,0,0,1,0,,11,1,36678.00,,,0,0,,,,,,,,0,,,,,,,Quentin Jammer,,,,2,,,,,,JammQu20,,,,,,,,,,,,,,,,,,,,,,,0,,2013,13,DEN,,,,,,,,,,204,,,,,,,,,,0,0,JammQu20
,,,,,1,1,,5/4/80,,,,,,,,,,,,,,,,,,,,,,6,2,44716.00,,,0,0,,,,,,,,0,,,,,,,Ryan Sims,,,,1,,,,,,SimsRy20,,,,,,,,,,,,,,,,,,,,,,,0,,2002,6,KAN,,,,,,,,,,315,,,,,,,,,,,0,SimsRy20
,,,,,7,4,,5/4/80,,,,,,,,,,,,,,,,,0,1,1,0,,16,16,44716.00,,,1,0,,,,,,,,8,,,,,,,Ryan Sims,,,,1,,,,,,SimsRy20,RDT,,,,,,,,,,,,,,,,,,,,,,3,,2003,35,KAN,,,,,,,,,,315,,,,,,,,,,0,8,SimsRy20
,,,,,4,2,,5/4/80,,,,,,,,,,,,,,,,,,,,,,15,13,44716.00,,,,,,,,,,,,,,,,,,,Ryan Sims,,,,,,,,,,SimsRy20,LDT,,,,,,,,,,,,,,,,,,,,,,2,,2004,13,KAN,,,,,,,,,,315,,,,,,,,,,,,SimsRy20
,,,,,2,0,,5/4/80,,,,,,,,,,,,,,,,,,,,,,6,5,44716.00,,,,,,,,,,,,,,,,,,,Ryan Sims,,,,,,,,,,SimsRy20,ldt,,,,,,,,,,,,,,,,,,,,,,0,,2005,8,KAN,,,,,,,,,,315,,,,,,,,,,,,SimsRy20
,,,,,1,3,,5/4/80,,,,,,,,,,,,,,,,,,,,,,16,0,44716.00,,,,,,,,,,,,,,,,,,,Ryan Sims,,,,,,,,,,SimsRy20,,,,,,,,,,,,,,,,,,,,,,,0,,2006,4,KAN,,,,,,,,,,315,,,,,,,,,,,,SimsRy20
,,,,,1,6,,5/4/80,,,,,,,,,,,,,,,,,,,,,,9,0,44716.00,,,,,,,,,,,,,,,,,,,Ryan Sims,,,,,,,,,,SimsRy20,,,,,,,,,,,,,,,,,,,,,,,1,,2007,12,TAM,,,,,,,,,,315,,,,,,,,,,,,SimsRy20
,,,,,2,7,,5/4/80,,,,,,,,,,,,,,,,,,,,,,15,2,44716.00,,,0,0,,,,,,,,0,,,,,,,Ryan Sims,,,,2,,,,,,SimsRy20,,,,,,,,,,,,,,,,,,,,,,,1.5,,2008,9,TAM,,,,,,,,,,315,,,,,,,,,,,0,SimsRy20
,,,,,6,8,,5/4/80,,,,,,,,,,,,,,,,,0,0,1,0,,16,16,44716.00,,,0,0,,,,,,,,0,,,,,,,Ryan Sims,,,,1,,,,,,SimsRy20,LDT,,,,,,,,,,,,,,,,,,,,,,1,,2009,25,TAM,,,,,,,,,,315,,,,,,,,,,0,0,SimsRy20
,,,,,1,1,,5/4/80,,,,,,,,,,,,,,,,,,,,,,6,1,44716.00,,,,,,,,,,,,,,,,,,,Ryan Sims,,,,,,,,,,SimsRy20,,,,,,,,,,,,,,,,,,,,,,,0,,2010,3,TAM,,,,,,,,,,315,,,,,,,,,,,,SimsRy20
,,,,,4,,,9/23/79,,,,,,,,,,,,,,,,,0,0,1,0,,8,7,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,LT,,,,,,,,,,,,,,,,,,,,,,0,,2002,,MIN,,,,,,,,,,360,,,,,,,,,,0,,McKiBr21
,,,,,10,,,9/23/79,,,,,,,,,,,,,,,,,,,,,,16,16,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,LT,,,,,,,,,,,,,,,,,,,,,,0,,2003,,MIN,,,,,,,,,,360,,,,,,,,,,,,McKiBr21
,,,,,11,,,9/23/79,,,,,,,,,,,,,,,,,0,0,1,0,,16,16,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,LT,,,,,,,,,,,,,,,,,,,,,,0,,2004,,MIN,,,,,,,,,,360,,,,,,,,,,0,,McKiBr21
,,,,,7,,,9/23/79,,,,,,,,,,,,,,,,,0,0,1,0,,16,16,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,LT,,,,,,,,,,,,,,,,,,,,,,0,,2005,,MIN,,,,,,,,,,360,,,,,,,,,,0,,McKiBr21
,,,,,6,,,9/23/79,,,,,,,,,,,,,,,,,,,,,,16,16,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,LT,,,,,,,,,,,,,,,,,,,,,,0,,2006,,MIN,,,,,,,,,,360,,,,,,,,,,,,McKiBr21
,,,,,6,,,9/23/79,,,,,,,,,,,,,,,,,,,,,,16,16,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,LT,,,,,,,,,,,,,,,,,,,,,,0,,2007,,MIN,,,,,,,,,,360,,,,,,,,,,,,McKiBr21
,,,,,5,,,9/23/79,,,,,,,,,,,,,,,,,,,,,,12,12,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,LT,,,,,,,,,,,,,,,,,,,,,,0,,2008,,MIN,,,,,,,,,,360,,,,,,,,,,,,McKiBr21
,,,,,12,,,9/23/79,,,,,,,,,,,,,,,,,0,0,1,0,,16,16,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,LT,,,,,,,,,,,,,,,,,,,,,,0,,2009,,MIN,,,,,,,,,,360,,,,,,,,,,0,,McKiBr21
,,,,,6,,,9/23/79,,,,,,,,,,,,,,,,,,,,,,16,16,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,LT,,,,,,,,,,,,,,,,,,,,,,0,,2010,,MIN,,,,,,,,,,360,,,,,,,,,,,,McKiBr21
,,,,,7,,,9/23/79,,,,,,,,,,,,,,,,,0,0,1,0,,16,16,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,LT,,,,,,,,,,,,,,,,,,,,,,0,,2011,,BAL,,,,,,,,,,360,,,,,,,,,,0,,McKiBr21
,,,,,1,,,9/23/79,,,,,,,,,,,,,,,,,,,,,,16,0,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,,,,,,,,,,,,,,,,,,,,,,,0,,2012,,BAL,,,,,,,,,,360,,,,,,,,,,,,McKiBr21
,,,,,6,,,9/23/79,,,,,,,,,,,,,,,,,,,,,,15,15,44720.00,,,,,,,,,,,,,,,,,,,Bryant McKinnie,,,,,,,,,,McKiBr21,,,,,,,,,,,,,,,,,,,,,,,0,,2013,,2TM,,,,,,,,,,360,,,,,,,,,,,,McKiBr21
,,,,,10,11,,8/14/80,,,,,,,,,,,,,,,,,0,3,3,0,,16,16,36678.00,,,5,2,,,,,,,,85,,,,,,,Roy Williams,,,,8,,,,,,WillRo03,FS,,,,,,,,,,,,,,,,,,,,,,2,,2002,85,DAL,,,,,,,,,,222,,,,,,,,,,0,90,WillRo03
,,,,,15,18,,8/14/80,,,,,,,,,,,,,,,,,0,2,1,0,,16,16,36678.00,,,2,0,,,,,,,,39,,,,,,,Roy Williams,,,,9,,,,,,WillRo03,FS,,,,,,,,,,,,,,,,,,,,,,2,,2003,57,DAL,,,,,,,,,,222,,,,,,,,,,0,69,WillRo03
,,,,,8,21,,8/14/80,,,,,,,,,,,,,,,,,0,1,0,0,,16,16,36678.00,,,2,0,,,,,,,,33,,,,,,,Roy Williams,,,,10,,,,,,WillRo03,FS,,,,,,,,,,,,,,,,,,,,,,0,,2004,74,DAL,,,,,,,,,,222,,,,,,,,,,0,53,WillRo03
,,,,,11,12,,8/14/80,,,,,,,,,,,,,,,,,0,3,1,0,,16,16,36678.00,,,3,1,,,,,,,,46,,,,,,,Roy Williams,,,,10,,,,,,WillRo03,SS,,,,,,,,,,,,,,,,,,,,,,2.5,,2005,72,DAL,,,,,,,,,,222,,,,,,,,,,0,52,WillRo03
,,,,,9,10,,8/14/80,,,,,,,,,,,,,,,,,0,0,2,0,,16,16,36678.00,,,5,0,,,,,,,,27,,,,,,,Roy Williams,,,,14,,,,,,WillRo03,SS,,,,,,,,,,,,,,,,,,,,,,0,,2006,53,DAL,,,,,,,,,,222,,,,,,,,,,0,33,WillRo03
,,,,,7,19,,8/14/80,,,,,,,,,,,,,,,,,0,0,1,0,,15,13,36678.00,,,2,0,,,,,,,,10,,,,,,,Roy Williams,,,,5,,,,,,WillRo03,SS,,,,,,,,,,,,,,,,,,,,,,0,,2007,73,DAL,,,,,,,,,,222,,,,,,,,,,0,10,WillRo03
,,,,,1,2,,8/14/80,,,,,,,,,,,,,,,,,,,,,,3,2,36678.00,,,,,,,,,,,,,,,,,,,Roy Williams,,,,,,,,,,WillRo03,,,,,,,,,,,,,,,,,,,,,,,0,,2008,3,DAL,,,,,,,,,,222,,,,,,,,,,,,WillRo03
,,,,,2,9,,8/14/80,,,,,,,,,,,,,,,,,,,,,,4,4,36678.00,,,0,0,,,,,,,,0,,,,,,,Roy Williams,,,,2,,,,,,WillRo03,,,,,,,,,,,,,,,,,,,,,,,0,,2009,19,CIN,,,,,,,,,,222,,,,,,,,,,,0,WillRo03
,,,,,5,21,,8/14/80,,,,,,,,,,,,,,,,,0,1,3,1,,12,11,36678.00,,,1,0,,,,,,,,0,,,,,,,Roy Williams,,,,1,,,,,,WillRo03,SS,,,,,,,,,,,,,,,,,,,,,,1,,2010,37,CIN,,,,,,,,,,222,,,,,,,,,,1,0,WillRo03
,,,,,8,9,,1/9/79,,,,,,,,,,,,,,,,,0,1,2,6,,16,13,44719.00,,,0,0,,,,,,,,0,,,,,,,John Henderson,,,,6,,,,,,HendJo99,RDT,,,,,,,,,,,,,,,,,,,,,,6.5,,2002,45,JAX,,,,,,,,,,335,,,,,,,,,,6,0,HendJo99
,,,,,7,11,,1/9/79,,,,,,,,,,,,,,,,,0,3,1,0,,16,16,44719.00,,,0,0,,,,,,,,0,,,,,,,John Henderson,,,,7,,,,,,HendJo99,RDT,,,,,,,,,,,,,,,,,,,,,,3.5,,2003,47,JAX,,,,,,,,,,335,,,,,,,,,,0,0,HendJo99
,,,,,14,13,,1/9/79,,,,,,,,,,,,,,,,,0,0,1,0,,16,16,44719.00,,,0,0,,,,,,,,0,,,,,,,John Henderson,,,,4,,,,,,HendJo99,RDT,,,,,,,,,,,,,,,,,,,,,,5.5,,2004,62,JAX,,,,,,,,,,335,,,,,,,,,,0,0,HendJo99
,,,,,9,17,,1/9/79,,,,,,,,,,,,,,,,,0,1,0,0,,16,15,44719.00,,,0,0,,,,,,,,0,,,,,,,John Henderson,,,,7,,,,,,HendJo99,RDT,,,,,,,,,,,,,,,,,,,,,,3,,2005,53,JAX,,,,,,,,,,335,,,,,,,,,,0,0,HendJo99
,,,,,15,13,,1/9/79,,,,,,,,,,,,,,,,,,,,,,16,16,44719.00,,,0,0,,,,,,,,0,,,,,,,John Henderson,,,,6,,,,,,HendJo99,RDT,,,,,,,,,,,,,,,,,,,,,,3.5,,2006,38,JAX,,,,,,,,,,335,,,,,,,,,,,0,HendJo99
,,,,,7,10,,1/9/79,,,,,,,,,,,,,,,,,0,1,0,0,,15,15,44719.00,,,0,0,,,,,,,,0,,,,,,,John Henderson,,,,3,,,,,,HendJo99,RDT,,,,,,,,,,,,,,,,,,,,,,2,,2007,28,JAX,,,,,,,,,,335,,,,,,,,,,0,0,HendJo99
,,,,,6,10,,1/9/79,,,,,,,,,,,,,,,,,,,,,,14,14,44719.00,,,0,0,,,,,,,,0,,,,,,,John Henderson,,,,3,,,,,,HendJo99,LDT,,,,,,,,,,,,,,,,,,,,,,2,,2008,34,JAX,,,,,,,,,,335,,,,,,,,,,,0,HendJo99
,,,,,6,10,,1/9/79,,,,,,,,,,,,,,,,,0,2,1,0,,15,15,44719.00,,,0,0,,,,,,,,0,,,,,,,John Henderson,,,,3,,,,,,HendJo99,LDT,,,,,,,,,,,,,,,,,,,,,,3,,2009,26,JAX,,,,,,,,,,335,,,,,,,,,,0,0,HendJo99
,,,,,2,6,,1/9/79,,,,,,,,,,,,,,,,,,,,,,9,2,44719.00,,,0,0,,,,,,,,0,,,,,,,John Henderson,,,,3,,,,,,HendJo99,,,,,,,,,,,,,,,,,,,,,,,0,,2010,24,OAK,,,,,,,,,,335,,,,,,,,,,,0,HendJo99
,,,,,2,11,,1/9/79,,,,,,,,,,,,,,,,,,,,,,13,3,44719.00,,,0,0,,,,,,,,0,,,,,,,John Henderson,,,,4,,,,,,HendJo99,,,,,,,,,,,,,,,,,,,,,,,0,,2011,25,OAK,,,,,,,,,,335,,,,,,,,,,,0,HendJo99
,,,,,6,,,8/24/79,,,,,,,,,,,,,,,,,0,0,1,0,,16,14,44717.00,,,,,,,,,,,,,,,,,,,Levi Jones,,,,,,,,,,JoneLe23,LT,,,,,,,,,,,,,,,,,,,,,,0,,2002,,CIN,,,,,,,,,,307,,,,,,,,,,0,,JoneLe23
,,,,,9,,,8/24/79,,,,,,,,,,,,,,,,,,,,,,16,16,44717.00,,,,,,,,,,,,,,,,,,,Levi Jones,,,,,,,,,,JoneLe23,LT,,,,,,,,,,,,,,,,,,,,,,0,,2003,,CIN,,,,,,,,,,307,,,,,,,,,,,,JoneLe23
,,,,,7,,,8/24/79,,,,,,,,,,,,,,,,,,,,,,16,16,44717.00,,,,,,,,,,,,,,,,,,,Levi Jones,,,,,,,,,,JoneLe23,LT,,,,,,,,,,,,,,,,,,,,,,0,,2004,,CIN,,,,,,,,,,307,,,,,,,,,,,,JoneLe23
,,,,,9,,,8/24/79,,,,,,,,,,,,,,,,,0,0,1,0,,15,15,44717.00,,,,,,,,,,,,,,,,,,,Levi Jones,,,,,,,,,,JoneLe23,LT,,,,,,,,,,,,,,,,,,,,,,0,,2005,,CIN,,,,,,,,,,307,,,,,,,,,,0,,JoneLe23
,,,,,3,,,8/24/79,,,,,,,,,,,,,,,,,,,,,,6,5,44717.00,,,,,,,,,,,,,,,,,,,Levi Jones,,,,,,,,,,JoneLe23,lt,,,,,,,,,,,,,,,,,,,,,,0,,2006,,CIN,,,,,,,,,,307,,,,,,,,,,,,JoneLe23
,,,,,7,,,8/24/79,,,,,,,,,,,,,,,,,,,,,,15,13,44717.00,,,,,,,,,,,,,,,,,,,Levi Jones,,,,,,,,,,JoneLe23,LT,,,,,,,,,,,,,,,,,,,,,,0,,2007,,CIN,,,,,,,,,,307,,,,,,,,,,,,JoneLe23
,,,,,3,,,8/24/79,,,,,,,,,,,,,,,,,0,0,1,0,,10,10,44717.00,,,,,,,,,,,,,,,,,,,Levi Jones,,,,,,,,,,JoneLe23,LT,,,,,,,,,,,,,,,,,,,,,,0,,2008,,CIN,,,,,,,,,,307,,,,,,,,,,0,,JoneLe23
,,,,,4,,,8/24/79,,,,,,,,,,,,,,,,,,,,,,9,8,44717.00,,,,,,,,,,,,,,,,,,,Levi Jones,,,,,,,,,,JoneLe23,LT,,,,,,,,,,,,,,,,,,,,,,0,,2009,,WAS,,,,,,,,,,307,,,,,,,,,,,,JoneLe23
,,,,,6,1,,2/19/80,,,,,,,,,,,,,,,,,0,9,1,0,,16,8,44713.00,,,0,0,,,,,,,,0,,,,,,,Dwight Freeney,,,,1,,,,,,FreeDw00,RDE,,,,,,,,,,,,,,,,,,,,,,13,,2002,45,IND,,,,,,,,,,268,,,,,,,,,,0,0,FreeDw00
,,,,,11,5,,2/19/80,,,,,,,,,,,,,,,,,0,4,2,23,,15,13,44713.00,,,0,0,,,,,,,,0,,,,,,,Dwight Freeney,,,,1,,,,,,FreeDw00,RDE,,,,,,,,,,,,,,,,,,,,,,11,,2003,29,IND,,,,,,,,,,268,,,,,,,,,,23,0,FreeDw00
,,,,,12,3,,2/19/80,,,,,,,,,,,,,,,,,0,4,0,0,,16,16,44713.00,,,0,0,,,,,,,,0,,,,,,,Dwight Freeney,,,,3,,,,,,FreeDw00,RDE,,,,,,,,,,,,,,,,,,,,,,16,,2004,33,IND,,,,,,,,,,268,,,,,,,,,,0,0,FreeDw00
,,,,,14,6,,2/19/80,,,,,,,,,,,,,,,,,0,6,0,0,,16,13,44713.00,,,0,0,,,,,,,,0,,,,,,,Dwight Freeney,,,,3,,,,,,FreeDw00,RDE,,,,,,,,,,,,,,,,,,,,,,11,,2005,36,IND,,,,,,,,,,268,,,,,,,,,,0,0,FreeDw00
,,,,,5,3,,2/19/80,,,,,,,,,,,,,,,,,0,4,0,0,,16,16,44713.00,,,0,0,,,,,,,,0,,,,,,,Dwight Freeney,,,,2,,,,,,FreeDw00,RDE,,,,,,,,,,,,,,,,,,,,,,5.5,,2006,26,IND,,,,,,,,,,268,,,,,,,,,,0,0,FreeDw00
,,,,,4,3,,2/19/80,,,,,,,,,,,,,,,,,0,4,0,0,,9,9,44713.00,,,,,,,,,,,,,,,,,,,Dwight Freeney,,,,,,,,,,FreeDw00,RDE,,,,,,,,,,,,,,,,,,,,,,3.5,1,2007,18,IND,,,,,,,,,,268,,,,,,,,,,0,,FreeDw00
,,,,,9,4,,2/19/80,,,,,,,,,,,,,,,,,0,4,0,0,,15,14,44713.00,,,,,,,,,,,,,,,,,,,Dwight Freeney,,,,,,,,,,FreeDw00,RDE,,,,,,,,,,,,,,,,,,,,,,10.5,,2008,24,IND,,,,,,,,,,268,,,,,,,,,,0,,FreeDw00
,,,,,12,5,,2/19/80,,,,,,,,,,,,,,,,,0,1,0,0,,14,9,44713.00,,,0,0,,,,,,,,0,,,,,,,Dwight Freeney,,,,1,,,,,,FreeDw00,RDE,,,,,,,,,,,,,,,,,,,,,,13.5,,2009,19,IND,,,,,,,,,,268,,,,,,,,,,0,0,FreeDw00
,,,,,9,4,,2/19/80,,,,,,,,,,,,,,,,,0,5,0,0,,16,16,44713.00,,,0,0,,,,,,,,0,,,,,,,Dwight Freeney,,,,2,,,,,,FreeDw00,RDE,,,,,,,,,,,,,,,,,,,,,,10,,2010,21,IND,,,,,,,,,,268,,,,,,,,,,0,0,FreeDw00
,,,,,8,6,,2/19/80,,,,,,,,,,,,,,,,,0,2,0,0,,16,15,44713.00,,,,,,,,,,,,,,,,,,,Dwight Freeney,,,,,,,,,,FreeDw00,RDE,,,,,,,,,,,,,,,,,,,,,,8.5,,2011,13,IND,,,,,,,,,,268,,,,,,,,,,0,,FreeDw00
,,,,,6,2,,2/19/80,,,,,,,,,,,,,,,,,0,1,0,0,,14,14,44713.00,,,0,0,,,,,,,,0,,,,,,,Dwight Freeney,,,,1,,,,,,FreeDw00,ROLB,,,,,,,,,,,,,,,,,,,,,,5,,2012,10,IND,,,,,,,,,,268,,,,,,,,,,0,0,FreeDw00
,,,,,1,1,,2/19/80,,,,,,,,,,,,,,,,,,,,,,4,4,44713.00,,,,,,,,,,,,,,,,,,,Dwight Freeney,,,,,,,,,,FreeDw00,,,,,,,,,,,,,,,,,,,,,,,0.5,,2013,1,SDG,,,,,,,,,,268,,,,,,,,,,,,FreeDw00
,,,,,4,4,,2/19/80,,,,,,,,,,,,,,,,,0,0,1,0,,16,9,44713.00,,,0,0,,,,,,,,0,,,,,,,Dwight Freeney,,,,1,,,,,,FreeDw00,lolb,,,,,,,,,,,,,,,,,,,,,,3.5,,2014,6,SDG,,,,,,,,,,268,,,,,,,,,,0,0,FreeDw00
,,,,,1,1,,2/19/80,,,,,,,,,,,,,,,,,0,3,0,0,,11,0,44713.00,,,,,,,,,,,,,,,,,,,Dwight Freeney,,,,,,,,,,FreeDw00,,,,,,,,,,,,,,,,,,,,,,,8,,2015,8,ARI,,,,,,,,,,268,,,,,,,,,,0,,FreeDw00
,,,,,2,3,,2/19/80,,,,,,,,,,,,,,,,,,,,,,15,1,44713.00,,,,,,,,,,,,,,,,,,,Dwight Freeney,,,,,,,,,,FreeDw00,,,,,,,,,,,,,,,,,,,,,,,3,,2016,7,ATL,,,,,,,,,,268,,,,,,,,,,,,FreeDw00
,,,,,1,0,,2/19/80,,,,,,,,,,,,,,,,,,,,,,9,0,44713.00,,,0,0,,,,,,,,0,,,,,,,Dwight Freeney,,,,1,,,,,,FreeDw00,,,,,,,,,,,,,,,,,,,,,,,3,,2017,3,2TM,,,,,,,,,,268,,,,,,,,,,,0,FreeDw00
,,,,,2,8,,9/12/80,,,,,,,,,,,,,,,,,,,,,,14,4,44717.00,,,,,,,,,,,,,,,,,,,Wendell Bryant,,,,,,,,,,BryaWe20,,,,,,,,,,,,,,,,,,,,,,,1.5,,2002,16,ARI,,,,,,,,,,303,,,,,,,,,,,,BryaWe20
,,,,,2,3,,9/12/80,,,,,,,,,,,,,,,,,,,,,,12,5,44717.00,,,,,,,,,,,,,,,,,,,Wendell Bryant,,,,,,,,,,BryaWe20,ldt,,,,,,,,,,,,,,,,,,,,,,0,,2003,16,ARI,,,,,,,,,,303,,,,,,,,,,,,BryaWe20
,,,,,0,0,,9/12/80,,,,,,,,,,,,,,,,,,,,,,3,0,44717.00,,,,,,,,,,,,,,,,,,,Wendell Bryant,,,,,,,,,,BryaWe20,,,,,,,,,,,,,,,,,,,,,,,0,,2004,1,ARI,,,,,,,,,,303,,,,,,,,,,,,BryaWe20
,,,,,,,,9/12/80,,,,,,,,,,,,,,,,,,,,,,,,44717.00,,,,,,,,,,,,,,,,,,,Wendell Bryant,,,,,,,,,,BryaWe20,,,,,,,,,,,,,,,,,,,,,,,,,2005,,,,,,,,,,,,303,,,,,,,,,,,,BryaWe20
,,,,,7,,,11/10/80,,60.9,,,,,,,,,,,,,,,0,,,,,13,7,36678.00,,,,,,,,,,,,,,,,,57,4,Donte' Stallworth,,,,,,,,,,StalDo00,wr,,,,,,,8,594,45.7,14.1,42,3.2,2,0.2,0,2,1,0.2,8,,,,,2002,,NOR,,,69,,,,44,,,197,596,,,,,,,,13.5,,,StalDo00
,,,,703,5,,,11/10/80,,45.5,,,,,,,,,,,,,,,3,0,1,0,,11,3,36678.00,,,,,,0,171,8,,,,,28,,,18,76,3,Donte' Stallworth,,,,,,,,,,StalDo00,,0,44,5,,,,3,485,44.1,19.4,25,2.3,1,0.1,0,3,3,0.3,3,,,0,,2003,,NOR,,,55,,,,26,,,197,488,,,,,21.4,,8.8,18.8,0,,StalDo00
,,,,810,7,,,11/10/80,,54.7,,,,,,,,,,,,,,,0,0,1,0,,16,10,36678.00,,,,,,,,,,,,,,,,4,45,26,Donte' Stallworth,,,,,,,,,,StalDo00,WR,0,6,6,,,,5,767,47.9,13.2,58,3.6,6,0.4,0,37,6.2,2.3,5,,,0,,2004,,NOR,,,106,,,,64,,,197,804,,,,,,,1,12.6,0,,StalDo00
,,,,999,6,,,11/10/80,,54.3,,,,,,,,,,,,,,,1,0,0,0,,16,13,36678.00,,,,,,,,,,,,,,,,27,43,3,Donte' Stallworth,,,,,,,,,,StalDo00,WR,0,52,7,,,,7,945,59.1,13.5,70,4.4,2,0.1,0,2,1,0.1,7,,,0,,2005,,NOR,,,129,,,,72,,,197,947,,,,,,,7.4,13.2,0,,StalDo00
,,,,,6,,,11/10/80,,54.3,,,,,,,,,,,,,,,0,,,,,12,11,36678.00,,,,,,,,,,,,,,,,,84,,Donte' Stallworth,,,,,,,,,,StalDo00,WR,,,,,,,5,725,60.4,19.1,38,3.2,,,,,,,5,,,,,2006,,PHI,,,70,,,,38,,,197,725,,,,,,,,19.1,,,StalDo00
,,,,,9,,,11/10/80,,61.3,,,,,,,,,,,,,,,0,,,,,16,9,36678.00,,,,,,,,,,,,,,,,,69,12,Donte' Stallworth,,,,,,,,,,StalDo00,wr,,,,,,,3,697,43.6,15.2,46,2.9,1,0.1,0,12,12,0.8,3,,,,,2007,,NWE,,,75,,,,47,,,197,709,,,,,,,,15.1,,,StalDo00
,,,,,1,,,11/10/80,,37.8,,,,,,,,,,,,,,,0,,,,,11,7,36678.00,,,,,,,,,,,,,,,,,19,-4,Donte' Stallworth,,,,,,,,,,StalDo00,WR,,,,,,,1,170,15.5,10,17,1.5,1,0.1,0,-4,-4,-0.4,1,,,,,2008,,CLE,,,45,,,,18,,,197,166,,,,,,,,9.2,,,StalDo00
,,,,,,,,11/10/80,,,,,,,,,,,,,,,,,,,,,,,,36678.00,,,,,,,,,,,,,,,,,,,Donte' Stallworth,,,,,,,,,,StalDo00,,,,,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,197,,,,,,,,,,,,StalDo00
,,,,,1,0,,11/10/80,,40,,,,,,,,,,,,,,,1,0,0,0,,8,0,36678.00,,,,,,,,,,,,,,,,,67,19,Donte' Stallworth,,,,,,,,,,StalDo00,,,,,,,,0,82,10.3,41,2,0.3,5,0.6,0,45,9,5.6,0,,,0,,2010,1,BAL,,,5,,,,7,,,197,127,,,,,,,,18.1,0,,StalDo00
